"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","Bye","% Owned"
"Adam Bighill","(N/A)","LB","1343","W (Wed)","Bye","0","0","","0%"
"Jace Billingsley","(N/A)","WR","1344","FA","Bye","0","0","","0%"
"Harvey Binford","(N/A)","WR","1345","FA","Bye","0","0","","0%"
"Freddie Bishop III","(N/A)","LB","1346","W (Wed)","Bye","0","0","","0%"
"Tarik Black","(N/A)","WR","1347","FA","Bye","0","0","","0%"
"Dante Blackmon","(N/A)","CB","1348","W (Wed)","Bye","0","0","","0%"
"Justin Blackmon","(N/A)","WR","1349","FA","Bye","0","0","","0%"
"Will Blackmon","(N/A)","S","1350","W (Wed)","Bye","0","0","","0%"
"Saeed Blacknall","(N/A)","WR","1351","FA","Bye","0","0","","0%"
"Quin Blanding","CAR","S","1352","W (Wed)","Bye","0","0","null","0%"
"Tyrell Blanks","HOU","WR","1353","FA","Bye","0","0","null","0%"
"Kendall Blanton","LAR","TE","1354","FA","Bye","0","0","null","0%"
"Robert Blanton","BUF","S","1355","W (Wed)","Bye","0","0","null","0%"
"Amani Bledsoe","TEN","DE","1356","W (Wed)","Bye","0","0","null","0%"
"Chris Blewitt","(N/A)","K","1357","FA","Bye","0","0","","0%"
"Alec Bloom","(N/A)","TE","1358","FA","Bye","0","0","","0%"
"Akil Blount","(N/A)","LB","1359","W (Wed)","Bye","0","0","","0%"
"LeGarrette Blount","(N/A)","RB","1360","FA","Bye","0","0","","0%"
"Alfred Blue","(N/A)","RB","1361","FA","Bye","0","0","","0%"
"Caleb Bluiett","(N/A)","TE","1362","FA","Bye","0","0","","0%"
"B.J. Blunt","(N/A)","LB","1363","W (Wed)","Bye","0","0","","0%"
"Jacob Bobenmoyer","DEN","LB","1364","W (Wed)","Bye","0","0","null","0%"
"Bryce Bobo","(N/A)","WR","1365","FA","Bye","0","0","","0%"
"Moritz Boehringer","CIN","TE","1366","FA","Bye","0","0","null","0%"
"Mat Boesen","(N/A)","DE","1367","W (Wed)","Bye","0","0","","0%"
"Jamauri Bogan","(N/A)","RB","1368","FA","Bye","0","0","","0%"
"Brandon Bogotay","(N/A)","K","1369","FA","Bye","0","0","","0%"
"Tommy Bohanon","(N/A)","RB","1370","FA","Bye","0","0","","0%"
"Victor Bolden","DET","WR","1371","FA","Bye","0","0","null","0%"
"Curtis Bolton","GB","LB","1372","W (Wed)","Bye","0","0","null","0%"
"Terrell Bonds","BAL","CB","1373","W (Wed)","Bye","0","0","null","0%"
"Jonathan Bonner","(N/A)","DE","1374","W (Wed)","Bye","0","0","","0%"
"Andrew Bonnet","(N/A)","RB","1375","FA","Bye","0","0","","0%"
"Dante Booker","(N/A)","LB","1376","W (Wed)","Bye","0","0","","0%"
"Josh Booty","(N/A)","QB","1377","FA","Bye","0","0","","0%"
"Brandon Bostick","(N/A)","TE","1378","FA","Bye","0","0","","0%"
"Joel Bouagnon","(N/A)","RB","1379","FA","Bye","0","0","","0%"
"Elie Bouka","(N/A)","CB","1380","W (Wed)","Bye","0","0","","0%"
"Ben Boulware","(N/A)","LB","1381","W (Wed)","Bye","0","0","","0%"
"Christian Boutte","(N/A)","CB","1382","W (Wed)","Bye","0","0","","0%"
"Lynn Bowden Jr.","(N/A)","QB","1383","FA","Bye","0","0","","0%"
"Bo Bower","(N/A)","LB","1384","W (Wed)","Bye","0","0","","0%"
"Tashawn Bower","NE","DE","1385","W (Wed)","Bye","0","0","null","0%"
"Braedon Bowman","(N/A)","TE","1386","FA","Bye","0","0","","0%"
"Shane Bowman","(N/A)","DE","1387","W (Wed)","Bye","0","0","","0%"
"Josh Boyce","(N/A)","WR","1388","FA","Bye","0","0","","0%"
"Devonte Boyd","CIN","WR","1389","FA","Bye","0","0","null","0%"
"Paul Boyette Jr.","(N/A)","DT","1390","W (Wed)","Bye","0","0","","0%"
"Brandon Boykin","BAL","CB","1391","W (Wed)","Bye","0","0","null","0%"
"Jarrett Boykin","(N/A)","WR","1392","FA","Bye","0","0","","0%"
"Trevone Boykin","(N/A)","QB","1393","FA","Bye","0","0","","0%"
"Jeremy Boykins","(N/A)","CB","1394","W (Wed)","Bye","0","0","","0%"
"Marvin Bracy","(N/A)","WR","1395","FA","Bye","0","0","","0%"
"Carl Bradford","(N/A)","LB","1396","W (Wed)","Bye","0","0","","0%"
"Sam Bradford","(N/A)","QB","1397","FA","Bye","0","0","","0%"
"Bam Bradley","(N/A)","LB","1398","W (Wed)","Bye","0","0","","0%"
"Dylan Bradley","(N/A)","DT","1399","W (Wed)","Bye","0","0","","0%"
"Ahmad Bradshaw","(N/A)","RB","1400","FA","Bye","0","0","","0%"
"Tyre Brady","(N/A)","WR","1401","FA","Bye","0","0","","0%"
"Jordan Brailford","WAS","LB","1402","W (Wed)","Bye","0","0","null","0%"
"Bryan Braman","(N/A)","LB","1403","W (Wed)","Bye","0","0","","0%"
"Alan Branch","(N/A)","DT","1404","W (Wed)","Bye","0","0","","0%"
"Andre Branch","(N/A)","DE,LB","1405","W (Wed)","Bye","0","0","","0%"
"Marcelis Branch","(N/A)","S","1406","W (Wed)","Bye","0","0","","0%"
"Tyvon Branch","(N/A)","S","1407","W (Wed)","Bye","0","0","","0%"
"Caleb Brantley","WAS","DT","1408","W (Wed)","Bye","0","0","null","0%"
"Daniel Braverman","(N/A)","WR","1409","FA","Bye","0","0","","0%"
"Quan Bray","(N/A)","WR","1410","FA","Bye","0","0","","0%"
"Tyler Bray","CHI","QB","1411","FA","Bye","0","0","null","0%"
"Delvin Breaux Sr.","(N/A)","CB","1412","W (Wed)","Bye","0","0","","0%"
"Adam Breneman","(N/A)","TE","1413","FA","Bye","0","0","","0%"
"K.J. Brent","(N/A)","WR","1414","FA","Bye","0","0","","0%"
"Kentrell Brice","CHI","S","1415","W (Wed)","Bye","0","0","null","0%"
"Chris Briggs","(N/A)","WR,TE","1416","FA","Bye","0","0","","0%"
"Kyle Brindza","(N/A)","K","1417","FA","Bye","0","0","","0%"
"Beau Brinkley","TEN","TE","1418","FA","Bye","0","0","null","0%"
"Kenny Britt","(N/A)","WR","1419","FA","Bye","0","0","","0%"
"Travis Britz","(N/A)","DT","1420","W (Wed)","Bye","0","0","","0%"
"Brian Brohm","BUF","QB","1421","FA","Bye","0","0","null","0%"
"Jay Bromley","(N/A)","DT","1422","W (Wed)","Bye","0","0","","0%"
"Romello Brooker","(N/A)","TE","1423","FA","Bye","0","0","","0%"
"Ahmad Brooks","GB","LB","1424","W (Wed)","Bye","0","0","null","0%"
"Ron Brooks","(N/A)","CB","1425","W (Wed)","Bye","0","0","","0%"
"Nick Brossette","(N/A)","RB","1426","FA","Bye","0","0","","0%"
"Algernon Brown","(N/A)","RB","1427","FA","Bye","0","0","","0%"
"Arthur Brown","(N/A)","LB","1428","W (Wed)","Bye","0","0","","0%"
"Asantay Brown","(N/A)","LB","1429","W (Wed)","Bye","0","0","","0%"
"Beniquez Brown","(N/A)","LB","1430","W (Wed)","Bye","0","0","","0%"
"Billy Brown","IND","TE","1431","FA","Bye","0","0","null","0%"
"Blace Brown","(N/A)","CB","1432","W (Wed)","Bye","0","0","","0%"
"Blair Brown","(N/A)","LB","1433","W (Wed)","Bye","0","0","","0%"
"Brian Brown","(N/A)","WR","1434","FA","Bye","0","0","","0%"
"Chris Brown","MIA","TE","1435","FA","Bye","0","0","null","0%"
"Chris Brown","(N/A)","WR","1436","FA","Bye","0","0","","0%"
"Christian Brown","(N/A)","DE,DT","1437","W (Wed)","Bye","0","0","","0%"
"Cody Brown","(N/A)","S","1438","W (Wed)","Bye","0","0","","0%"
"DeAngelo Brown","(N/A)","DT","1439","W (Wed)","Bye","0","0","","0%"
"Donatello Brown","(N/A)","CB","1440","W (Wed)","Bye","0","0","","0%"
"Drew Brown","(N/A)","K","1441","FA","Bye","0","0","","0%"
"Fadol Brown","(N/A)","DE,LB","1442","W (Wed)","Bye","0","0","","0%"
"Jonathan Brown","JAX","K","1443","FA","Bye","0","0","null","0%"
"Jordan Brown","LV","CB","1444","W (Wed)","Bye","0","0","null","0%"
"Josh Brown","(N/A)","K","1445","FA","Bye","0","0","","0%"
"Keenen Brown","(N/A)","TE","1446","FA","Bye","0","0","","0%"
"Keenen Brown","(N/A)","TE","1447","FA","Bye","0","0","","0%"
"Mack Brown","(N/A)","RB","1448","FA","Bye","0","0","","0%"
"Marlon Brown","(N/A)","WR","1449","FA","Bye","0","0","","0%"
"Nate Brown","(N/A)","WR","1450","FA","Bye","0","0","","0%"
"Noah Brown","DAL","WR","1451","FA","Bye","0","0","null","0%"
"Philly Brown","(N/A)","WR","1452","FA","Bye","0","0","","0%"
"Richie Brown","(N/A)","LB","1453","W (Wed)","Bye","0","0","","0%"
"Ryan Brown","(N/A)","DE","1454","W (Wed)","Bye","0","0","","0%"
"Sam Brown","(N/A)","CB","1455","W (Wed)","Bye","0","0","","0%"
"Tarell Brown","(N/A)","CB","1456","W (Wed)","Bye","0","0","","0%"
"Tim Brown","(N/A)","RB","1457","FA","Bye","0","0","","0%"
"Trevon Brown","(N/A)","WR","1458","FA","Bye","0","0","","0%"
"Vincent Brown","(N/A)","WR","1459","FA","Bye","0","0","","0%"
"Brandon Brown-Dukes","(N/A)","RB","1460","FA","Bye","0","0","","0%"
"Benson Browne","(N/A)","TE","1461","FA","Bye","0","0","","0%"
"Brandon Browner","(N/A)","CB","1462","W (Wed)","Bye","0","0","","0%"
"Jake Browning","MIN","QB","1463","FA","Bye","0","0","null","0%"
"Lamarcus Brutus","(N/A)","S","1464","W (Wed)","Bye","0","0","","0%"
"Armonty Bryant","(N/A)","DE","1465","W (Wed)","Bye","0","0","","0%"
"Brandon Bryant","(N/A)","S","1466","W (Wed)","Bye","0","0","","0%"
"Corbin Bryant","(N/A)","DT","1467","W (Wed)","Bye","0","0","","0%"
"Desmond Bryant","(N/A)","DE","1468","W (Wed)","Bye","0","0","","0%"
"Eurndraus Bryant","LAC","DT","1469","W (Wed)","Bye","0","0","null","0%"
"Omarius Bryant","(N/A)","DT","1470","W (Wed)","Bye","0","0","","0%"
"Max Bullough","(N/A)","LB","1471","W (Wed)","Bye","0","0","","0%"
"Riley Bullough","(N/A)","LB","1472","W (Wed)","Bye","0","0","","0%"
"Quenton Bundrage","(N/A)","WR","1473","FA","Bye","0","0","","0%"
"Marquis Bundy","(N/A)","WR","1474","FA","Bye","0","0","","0%"
"Ian Bunting","IND","TE","1475","FA","Bye","0","0","null","0%"
"Aaron Burbridge","(N/A)","WR","1476","FA","Bye","0","0","","0%"
"Brandon Burks","(N/A)","RB","1477","FA","Bye","0","0","","0%"
"Marcus Burley","HOU","CB","1478","W (Wed)","Bye","0","0","null","0%"
"Barrett Burns","BAL","TE","1479","FA","Bye","0","0","null","0%"
"Jalin Burrell","(N/A)","CB","1480","W (Wed)","Bye","0","0","","0%"
"Isaiah Burse","(N/A)","WR","1481","FA","Bye","0","0","","0%"
"Brian Burt","(N/A)","WR","1482","FA","Bye","0","0","","0%"
"John Burt","(N/A)","WR","1483","FA","Bye","0","0","","0%"
"Clay Burton","(N/A)","TE","1484","FA","Bye","0","0","","0%"
"Deante Burton","DAL","CB","1485","W (Wed)","Bye","0","0","null","0%"
"Michael Burton","NO","RB","1486","FA","Bye","0","0","null","0%"
"Matt Bushman","(N/A)","TE","1487","FA","Bye","0","0","","0%"
"Brice Butler","(N/A)","WR","1488","FA","Bye","0","0","","0%"
"Darius Butler","(N/A)","S","1489","W (Wed)","Bye","0","0","","0%"
"Dejaun Butler","(N/A)","CB","1490","W (Wed)","Bye","0","0","","0%"
"Donald Butler","(N/A)","LB","1491","W (Wed)","Bye","0","0","","0%"
"Emmanuel Butler","NO","WR","1492","FA","Bye","0","0","null","0%"
"James Butler","(N/A)","WR","1493","FA","Bye","0","0","","0%"
"James Butler","(N/A)","RB","1494","FA","Bye","0","0","","0%"
"Jeremy Butler","(N/A)","WR","1495","FA","Bye","0","0","","0%"
"Paul Butler","DET","TE","1496","FA","Bye","0","0","null","0%"
"Rodney Butler","(N/A)","LB","1497","W (Wed)","Bye","0","0","","0%"
"Jake Butt","DEN","TE","1498","FA","Bye","0","0","null","0%"
"Roderick Byers","(N/A)","DT","1499","W (Wed)","Bye","0","0","","0%"
"Dontez Byrd","(N/A)","WR","1500","FA","Bye","0","0","","0%"
"Emanuel Byrd","(N/A)","TE","1501","FA","Bye","0","0","","0%"
"Jairus Byrd","(N/A)","S","1502","W (Wed)","Bye","0","0","","0%"
"Travaris Cadet","(N/A)","RB","1503","FA","Bye","0","0","","0%"
"Devon Cajuste","(N/A)","TE","1504","FA","Bye","0","0","","0%"
"Andre Caldwell","(N/A)","WR","1505","FA","Bye","0","0","","0%"
"Josh Caldwell","(N/A)","RB","1506","FA","Bye","0","0","","0%"
"Trey Caldwell","(N/A)","CB","1507","W (Wed)","Bye","0","0","","0%"
"Taveze Calhoun","(N/A)","CB","1508","W (Wed)","Bye","0","0","","0%"
"Bryce Callahan","DEN","CB","1509","W (Wed)","Bye","0","0","null","0%"
"Joe Callahan","(N/A)","QB","1510","FA","Bye","0","0","","0%"
"Marquez Callaway","(N/A)","WR","1511","FA","Bye","0","0","","0%"
"Johnathan Calvin","(N/A)","DT,LB","1512","W (Wed)","Bye","0","0","","0%"
"Michael Campanaro","(N/A)","WR","1513","FA","Bye","0","0","","0%"
"Chris Campbell","(N/A)","CB","1514","W (Wed)","Bye","0","0","","0%"
"Elijah Campbell","(N/A)","CB","1515","W (Wed)","Bye","0","0","","0%"
"Tevaughn Campbell","LAC","CB","1516","W (Wed)","Bye","0","0","null","0%"
"Squally Canada","(N/A)","RB","1517","FA","Bye","0","0","","0%"
"Kameron Canaday","PIT","DE","1518","W (Wed)","Bye","0","0","null","0%"
"Bryce Canady","(N/A)","CB","1519","W (Wed)","Bye","0","0","","0%"
"K.D. Cannon","(N/A)","WR","1520","FA","Bye","0","0","","0%"
"Dylan Cantrell","(N/A)","WR","1521","FA","Bye","0","0","","0%"
"Cap Capi","(N/A)","DE","1522","W (Wed)","Bye","0","0","","0%"
"Mike Caputo","(N/A)","S","1523","W (Wed)","Bye","0","0","","0%"
"Tank Carder","(N/A)","LB","1524","W (Wed)","Bye","0","0","","0%"
"Tanner Carew","(N/A)","LB","1525","W (Wed)","Bye","0","0","","0%"
"Don Carey","(N/A)","S","1526","W (Wed)","Bye","0","0","","0%"
"Donte Carey","(N/A)","S","1527","W (Wed)","Bye","0","0","","0%"
"Ka'Deem Carey","(N/A)","RB","1528","FA","Bye","0","0","","0%"
"Zamir Carlis","(N/A)","DT","1529","W (Wed)","Bye","0","0","","0%"
"Amir Carlisle","(N/A)","WR","1530","FA","Bye","0","0","","0%"
"Jake Carlock","MIA","S","1531","W (Wed)","Bye","0","0","null","0%"
"Malik Carney","DEN","LB","1532","W (Wed)","Bye","0","0","null","0%"
"Bobby Carpenter","NE","LB","1533","W (Wed)","Bye","0","0","null","0%"
"Dan Carpenter","(N/A)","K","1534","FA","Bye","0","0","","0%"
"Josh Carraway","(N/A)","LB","1535","W (Wed)","Bye","0","0","","0%"
"Jordan Carrell","(N/A)","DE,DT","1536","W (Wed)","Bye","0","0","","0%"
"Ryan Carrethers","(N/A)","DT","1537","W (Wed)","Bye","0","0","","0%"
"Darren Carrington II","(N/A)","WR","1538","FA","Bye","0","0","","0%"
"Lloyd Carrington","(N/A)","CB","1539","W (Wed)","Bye","0","0","","0%"
"Nolan Carroll","DAL","CB","1540","W (Wed)","Bye","0","0","null","0%"
"Leonte Carroo","MIA","WR","1541","FA","Bye","0","0","null","0%"
"K.J. Carta-Samuels","(N/A)","QB","1542","FA","Bye","0","0","","0%"
"Alex Carter","(N/A)","S","1543","W (Wed)","Bye","0","0","","0%"
"Bruce Carter","(N/A)","LB","1544","W (Wed)","Bye","0","0","","0%"
"Chris Carter","(N/A)","LB","1545","W (Wed)","Bye","0","0","","0%"
"Duron Carter","IND","WR","1546","FA","Bye","0","0","null","0%"
"Jarell Carter","(N/A)","CB","1547","W (Wed)","Bye","0","0","","0%"
"Kyle Carter","(N/A)","TE","1548","FA","Bye","0","0","","0%"
"Martez Carter","(N/A)","RB","1549","FA","Bye","0","0","","0%"
"Ryan Carter","(N/A)","CB","1550","W (Wed)","Bye","0","0","","0%"
"Tevin Carter","(N/A)","S","1551","W (Wed)","Bye","0","0","","0%"
"Todd Carter","KC","K","1552","FA","Bye","0","0","null","0%"
"Kivon Cartwright","(N/A)","TE","1553","FA","Bye","0","0","","0%"
"Gatlin Casey","(N/A)","WR","1554","FA","Bye","0","0","","0%"
"Jeremy Cash","ARI","LB","1555","W (Wed)","Bye","0","0","null","0%"
"Chris Casher","(N/A)","DE,LB","1556","W (Wed)","Bye","0","0","","0%"
"Jonathan Casillas","(N/A)","LB","1557","W (Wed)","Bye","0","0","","0%"
"Matt Cassel","(N/A)","QB","1558","FA","Bye","0","0","","0%"
"Sergio Castillo","ATL","K","1559","FA","Bye","0","0","null","0%"
"Chandler Catanzaro","NYJ","K","1560","FA","Bye","0","0","null","0%"
"Rashard Causey","(N/A)","CB","1561","W (Wed)","Bye","0","0","","0%"
"Rashon Ceaser","(N/A)","WR","1562","FA","Bye","0","0","","0%"
"Garrett Celek","(N/A)","TE","1563","FA","Bye","0","0","","0%"
"Jonathan Celestin","(N/A)","LB","1564","W (Wed)","Bye","0","0","","0%"
"Quintez Cephus","(N/A)","WR","1565","FA","Bye","0","0","","0%"
"Jake Ceresna","(N/A)","DT","1566","W (Wed)","Bye","0","0","","0%"
"Andre Chachere","ARI","CB","1567","W (Wed)","Bye","0","0","null","0%"
"Gary Chambers","(N/A)","WR","1568","FA","Bye","0","0","","0%"
"Kam Chancellor","SEA","S","1569","W (Wed)","Bye","0","0","null","0%"
"Mark Chapman","(N/A)","WR","1570","FA","Bye","0","0","","0%"
"Devin Chappell","(N/A)","S","1571","W (Wed)","Bye","0","0","","0%"
"Orson Charles","(N/A)","TE","1572","FA","Bye","0","0","","0%"
"Stefan Charles","(N/A)","DT","1573","W (Wed)","Bye","0","0","","0%"
"Tyrell Chavis","(N/A)","DT","1574","W (Wed)","Bye","0","0","","0%"
"Bryce Cheek","(N/A)","CB","1575","W (Wed)","Bye","0","0","","0%"
"Hamp Cheevers","(N/A)","CB","1576","W (Wed)","Bye","0","0","","0%"
"Mackendy Cheridor","(N/A)","DE","1577","W (Wed)","Bye","0","0","","0%"
"Bra'Lon Cherry","(N/A)","WR","1578","FA","Bye","0","0","","0%"
"Demetrius Cherry","(N/A)","DE","1579","W (Wed)","Bye","0","0","","0%"
"Don Cherry","(N/A)","LB","1580","W (Wed)","Bye","0","0","","0%"
"Anthony Chesley","HOU","CB","1581","W (Wed)","Bye","0","0","null","0%"
"Jehu Chesson","NYJ","WR","1582","FA","Bye","0","0","null","0%"
"Terrell Chestnut","(N/A)","CB","1583","W (Wed)","Bye","0","0","","0%"
"Alex Chisum","(N/A)","WR","1584","FA","Bye","0","0","","0%"
"Adam Choice","SEA","RB","1585","FA","Bye","0","0","null","0%"
"Taryn Christion","(N/A)","QB","1586","FA","Bye","0","0","","0%"
"Demarcus Christmas","SEA","DT","1587","W (Wed)","Bye","0","0","null","0%"
"Keller Chryst","(N/A)","QB","1588","FA","Bye","0","0","","0%"
"Brandon Chubb","CAR","LB","1589","W (Wed)","Bye","0","0","null","0%"
"Jordan Chunn","DAL","RB","1590","FA","Bye","0","0","null","0%"
"Barry Church","(N/A)","S","1591","W (Wed)","Bye","0","0","","0%"
"Anthony Cioffi","NYJ","S","1592","W (Wed)","Bye","0","0","null","0%"
"Michael Cirino","(N/A)","S","1593","W (Wed)","Bye","0","0","","0%"
"Darion Clark","CHI","TE","1594","FA","Bye","0","0","null","0%"
"Desmond Clark","(N/A)","TE","1595","FA","Bye","0","0","","0%"
"Detrich Clark","(N/A)","WR","1596","FA","Bye","0","0","","0%"
"Jeremy Clark","(N/A)","CB","1597","W (Wed)","Bye","0","0","","0%"
"Khairi Clark","(N/A)","DT","1598","W (Wed)","Bye","0","0","","0%"
"Larry Clark","(N/A)","WR","1599","FA","Bye","0","0","","0%"
"Will Clarke","TB","DE","1600","W (Wed)","Bye","0","0","null","0%"
"B.J. Clay","(N/A)","CB","1601","W (Wed)","Bye","0","0","","0%"
"Kaelin Clay","NYG","WR","1602","FA","Bye","0","0","null","0%"
"Kellen Clemens","(N/A)","QB","1603","FA","Bye","0","0","","0%"
"Chunky Clements","(N/A)","DT","1604","W (Wed)","Bye","0","0","","0%"
"Asante Cleveland","(N/A)","TE","1605","FA","Bye","0","0","","0%"
"Reshard Cliett","(N/A)","LB","1606","W (Wed)","Bye","0","0","","0%"
"Sammie Coates Jr.","(N/A)","WR","1607","FA","Bye","0","0","","0%"
"David Cobb","(N/A)","RB","1608","FA","Bye","0","0","","0%"
"Simmie Cobbs Jr.","(N/A)","WR","1609","FA","Bye","0","0","","0%"
"Theiren Cockran","(N/A)","DE","1610","W (Wed)","Bye","0","0","","0%"
"Rodney Coe","(N/A)","DT","1611","W (Wed)","Bye","0","0","","0%"
"Chase Coffman","(N/A)","TE","1612","FA","Bye","0","0","","0%"
"Barry Cofield Jr.","(N/A)","DT","1613","W (Wed)","Bye","0","0","","0%"
"Jake Coker","(N/A)","QB","1614","FA","Bye","0","0","","0%"
"Matt Colburn","(N/A)","RB","1615","FA","Bye","0","0","","0%"
"Audie Cole","(N/A)","LB","1616","W (Wed)","Bye","0","0","","0%"
"Colin Cole","CAR","DT","1617","W (Wed)","Bye","0","0","null","0%"
"Trent Cole","(N/A)","LB","1618","W (Wed)","Bye","0","0","","0%"
"Amari Coleman","(N/A)","CB","1619","W (Wed)","Bye","0","0","","0%"
"Brandon Coleman","(N/A)","WR","1620","FA","Bye","0","0","","0%"
"Deandre Coleman","BUF","DT","1621","W (Wed)","Bye","0","0","null","0%"
"Derrick Coleman","(N/A)","RB","1622","FA","Bye","0","0","","0%"
"Kyle Coleman","(N/A)","LB","1623","W (Wed)","Bye","0","0","","0%"
"Lavon Coleman","(N/A)","RB","1624","FA","Bye","0","0","","0%"
"Tyson Coleman","(N/A)","LB","1625","W (Wed)","Bye","0","0","","0%"
"Xavier Coleman","(N/A)","CB","1626","W (Wed)","Bye","0","0","","0%"
"Stacy Coley","(N/A)","WR","1627","FA","Bye","0","0","","0%"
"Alex Collins","(N/A)","RB","1628","FA","Bye","0","0","","0%"
"Cayson Collins","(N/A)","LB","1629","W (Wed)","Bye","0","0","","0%"
"Jalen Collins","(N/A)","CB","1630","W (Wed)","Bye","0","0","","0%"
"Jared Collins","(N/A)","CB","1631","W (Wed)","Bye","0","0","","0%"
"Arjen Colquhoun","(N/A)","CB","1632","W (Wed)","Bye","0","0","","0%"
"Marques Colston","(N/A)","WR","1633","FA","Bye","0","0","","0%"
"Michael Colubiale","(N/A)","TE","1634","FA","Bye","0","0","","0%"
"Zach Colvin","(N/A)","DT","1635","W (Wed)","Bye","0","0","","0%"
"Te'von Coney","LV","LB","1636","W (Wed)","Bye","0","0","null","0%"
"Zach Conque","IND","TE","1637","FA","Bye","0","0","null","0%"
"C.J. Conrad","NYG","TE","1638","FA","Bye","0","0","null","0%"
"Chris Conte","(N/A)","S","1639","W (Wed)","Bye","0","0","","0%"
"Connor Cook","(N/A)","QB","1640","FA","Bye","0","0","","0%"
"Tim Cook","(N/A)","RB","1641","FA","Bye","0","0","","0%"
"Travis Coons","LAC","K","1642","FA","Bye","0","0","null","0%"
"Chris Cooper","ATL","S","1643","W (Wed)","Bye","0","0","null","0%"
"Marcus Cooper","(N/A)","CB","1644","W (Wed)","Bye","0","0","","0%"
"Mariel Cooper","(N/A)","CB","1645","W (Wed)","Bye","0","0","","0%"
"Michael Cooper","(N/A)","TE","1646","FA","Bye","0","0","","0%"
"Riley Cooper","(N/A)","WR","1647","FA","Bye","0","0","","0%"
"Secdrick Cooper","(N/A)","S","1648","W (Wed)","Bye","0","0","","0%"
"Xavier Cooper","(N/A)","DE","1649","W (Wed)","Bye","0","0","","0%"
"Marquise Copeland","LAR","DT","1650","W (Wed)","Bye","0","0","null","0%"
"Quinton Coples","(N/A)","DE","1651","W (Wed)","Bye","0","0","","0%"
"Marshaun Coprich","(N/A)","RB","1652","FA","Bye","0","0","","0%"
"Josh Corcoran","(N/A)","DE,LB","1653","W (Wed)","Bye","0","0","","0%"
"Taylor Cornelius","(N/A)","QB","1654","FA","Bye","0","0","","0%"
"K.J. Costello","(N/A)","QB","1655","FA","Bye","0","0","","0%"
"Thomas Costigan","(N/A)","DE","1656","W (Wed)","Bye","0","0","","0%"
"Jerricho Cotchery","(N/A)","WR","1657","FA","Bye","0","0","","0%"
"Curtis Cothran","(N/A)","DT","1658","W (Wed)","Bye","0","0","","0%"
"Parker Cothren","(N/A)","DT","1659","W (Wed)","Bye","0","0","","0%"
"Brandon Cottom","(N/A)","TE","1660","FA","Bye","0","0","","0%"
"Eric Cotton","(N/A)","DE","1661","W (Wed)","Bye","0","0","","0%"
"Sam Cotton","(N/A)","TE","1662","FA","Bye","0","0","","0%"
"Tim Couch","(N/A)","QB","1663","FA","Bye","0","0","","0%"
"Blake Countess","(N/A)","S","1664","W (Wed)","Bye","0","0","","0%"
"James Cowser","(N/A)","LB","1665","W (Wed)","Bye","0","0","","0%"
"Chandler Cox","MIA","RB","1666","FA","Bye","0","0","null","0%"
"Demetrious Cox","(N/A)","S","1667","W (Wed)","Bye","0","0","","0%"
"Jeremy Cox","DEN","RB","1668","FA","Bye","0","0","null","0%"
"Perrish Cox","(N/A)","CB","1669","W (Wed)","Bye","0","0","","0%"
"Brock Coyle","(N/A)","LB","1670","W (Wed)","Bye","0","0","","0%"
